"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.","Município","Ano"
"2913804","Ipecaetá (BA)","105153"
"2913903","Ipiaú (BA)","568817"
"2914000","Ipirá (BA)","664915"
"2914109","Ipupiara (BA)","100551"
"2914208","Irajuba (BA)","77979"
"2914307","Iramaia (BA)","102698"
"2914406","Iraquara (BA)","897366"
"2914505","Irará (BA)","286137"
"2914604","Irecê (BA)","1532414"
"2914653","Itabela (BA)","514441"
"2914703","Itaberaba (BA)","996855"
"2914802","Itabuna (BA)","4200814"
"2914901","Itacaré (BA)","426484"
"2915007","Itaeté (BA)","126762"
"2915106","Itagi (BA)","128626"
"2915205","Itagibá (BA)","1103084"
"2915304","Itagimirim (BA)","127457"
"2915353","Itaguaçu da Bahia (BA)","152685"
"2915403","Itaju do Colônia (BA)","89528"
"2915502","Itajuípe (BA)","255563"
"2915601","Itamaraju (BA)","1111051"
"2915700","Itamari (BA)","103382"
"2915809","Itambé (BA)","294796"
"2915908","Itanagra (BA)","81912"
"2916005","Itanhém (BA)","293786"
"2916104","Itaparica (BA)","246957"
"2916203","Itapé (BA)","106489"
"2916302","Itapebi (BA)","335646"
"2916401","Itapetinga (BA)","1467062"
"2916500","Itapicuru (BA)","439107"
"2916609","Itapitanga (BA)","94689"
"2916708","Itaquara (BA)","100737"
"2916807","Itarantim (BA)","331171"
"2916856","Itatim (BA)","430100"
"2916906","Itiruçu (BA)","120734"
"2917003","Itiúba (BA)","351714"
"2917102","Itororó (BA)","251064"
"2917201","Ituaçu (BA)","256803"
"2917300","Ituberá (BA)","367659"
"2917334","Iuiu (BA)","133416"
"2917359","Jaborandi (BA)","1344197"
"2917409","Jacaraci (BA)","122925"
"2917508","Jacobina (BA)","1867866"
"2917607","Jaguaquara (BA)","678165"
"2917706","Jaguarari (BA)","1198205"
"2917805","Jaguaripe (BA)","206756"
"2917904","Jandaíra (BA)","168215"
"2918001","Jequié (BA)","3176446"
"2918100","Jeremoabo (BA)","501339"
"2918209","Jiquiriçá (BA)","150341"
"2918308","Jitaúna (BA)","175604"
"2918357","João Dourado (BA)","297143"
"2918407","Juazeiro (BA)","5181529"
"2918456","Jucuruçu (BA)","127679"
"2918506","Jussara (BA)","113638"
"2918555","Jussari (BA)","71486"
"2918605","Jussiape (BA)","68737"
"2918704","Lafaiete Coutinho (BA)","55267"
"2918753","Lagoa Real (BA)","119609"
"2918803","Laje (BA)","292402"
"2918902","Lajedão (BA)","113008"
"2919009","Lajedinho (BA)","60886"
"2919058","Lajedo do Tabocal (BA)","78352"
"2919108","Lamarão (BA)","65028"
"2919157","Lapão (BA)","302371"
"2919207","Lauro de Freitas (BA)","7322778"
"2919306","Lençóis (BA)","169645"
"2919405","Licínio de Almeida (BA)","157521"
"2919504","Livramento de Nossa Senhora (BA)","575720"
"2919553","Luís Eduardo Magalhães (BA)","8820648"
"2919603","Macajuba (BA)","90789"
"2919702","Macarani (BA)","227125"
"2919801","Macaúbas (BA)","431374"
"2919900","Macururé (BA)","67535"
"2919926","Madre de Deus (BA)","515514"
"2919959","Maetinga (BA)","50121"
"2920007","Maiquinique (BA)","204931"
"2920106","Mairi (BA)","158813"
"2920205","Malhada (BA)","188065"
"2920304","Malhada de Pedras (BA)","80639"
"2920403","Manoel Vitorino (BA)","139859"
"2920452","Mansidão (BA)","93688"
"2920502","Maracás (BA)","656427"
"2920601","Maragogipe (BA)","402859"
"2920700","Maraú (BA)","341379"
"2920809","Marcionílio Souza (BA)","94412"
"2920908","Mascote (BA)","161497"
"2921005","Mata de São João (BA)","1328755"
"2921054","Matina (BA)","91738"
"2921104","Medeiros Neto (BA)","514679"
"2921203","Miguel Calmon (BA)","273161"
"2921302","Milagres (BA)","144015"
"2921401","Mirangaba (BA)","141427"
"2921450","Mirante (BA)","78632"
"2921500","Monte Santo (BA)","460032"
"2921609","Morpará (BA)","78667"
"2921708","Morro do Chapéu (BA)","625934"
"2921807","Mortugaba (BA)","106818"
"2921906","Mucugê (BA)","774940"
"2922003","Mucuri (BA)","2212818"
"2922052","Mulungu do Morro (BA)","212902"
"2922102","Mundo Novo (BA)","199233"
"2922201","Muniz Ferreira (BA)","66810"
"2922250","Muquém do São Francisco (BA)","210290"
"2922300","Muritiba (BA)","276778"
"2922409","Mutuípe (BA)","471382"
"2922508","Nazaré (BA)","330753"
"2922607","Nilo Peçanha (BA)","185997"
"2922656","Nordestina (BA)","160863"
"2922706","Nova Canaã (BA)","174263"
"2922730","Nova Fátima (BA)","95198"
"2922755","Nova Ibiá (BA)","101681"
"2922805","Nova Itarana (BA)","73287"
"2922854","Nova Redenção (BA)","75597"
"2922904","Nova Soure (BA)","271743"
"2923001","Nova Viçosa (BA)","576012"
"2923035","Novo Horizonte (BA)","105235"
"2923050","Novo Triunfo (BA)","103932"
"2923100","Olindina (BA)","242182"
"2923209","Oliveira dos Brejinhos (BA)","291928"
"2923308","Ouriçangas (BA)","80644"
"2923357","Ourolândia (BA)","280185"
"2923407","Palmas de Monte Alto (BA)","238177"
"2923506","Palmeiras (BA)","107785"
"2923605","Paramirim (BA)","270933"
"2923704","Paratinga (BA)","260593"
"2923803","Paripiranga (BA)","454635"
"2923902","Pau Brasil (BA)","105727"
"2924009","Paulo Afonso (BA)","3965326"
"2924058","Pé de Serra (BA)","131455"
"2924108","Pedrão (BA)","52275"
"2924207","Pedro Alexandre (BA)","119313"
"2924306","Piatã (BA)","242783"
"2924405","Pilão Arcado (BA)","291383"
"2924504","Pindaí (BA)","296543"
"2924603","Pindobaçu (BA)","157115"
"2924652","Pintadas (BA)","109340"
"2924678","Piraí do Norte (BA)","117016"
"2924702","Piripá (BA)","79408"
"2924801","Piritiba (BA)","187904"
"2924900","Planaltino (BA)","79205"
"2925006","Planalto (BA)","309885"
"2925105","Poções (BA)","573506"
"2925204","Pojuca (BA)","1843465"
"2925253","Ponto Novo (BA)","142630"
"2925303","Porto Seguro (BA)","3767887"
"2925402","Potiraguá (BA)","114973"
"2925501","Prado (BA)","624631"
"2925600","Presidente Dutra (BA)","132177"
"2925709","Presidente Jânio Quadros (BA)","100403"
"2925758","Presidente Tancredo Neves (BA)","338356"
"2925808","Queimadas (BA)","257882"
"2925907","Quijingue (BA)","227798"
"2925931","Quixabeira (BA)","77083"
"2925956","Rafael Jambeiro (BA)","396182"
"2926004","Remanso (BA)","486810"
"2926103","Retirolândia (BA)","149912"
"2926202","Riachão das Neves (BA)","1539603"
"2926301","Riachão do Jacuípe (BA)","410347"
"2926400","Riacho de Santana (BA)","317672"
"2926509","Ribeira do Amparo (BA)","192342"
"2926608","Ribeira do Pombal (BA)","716571"
"2926657","Ribeirão do Largo (BA)","111017"
"2926707","Rio de Contas (BA)","155934"
"2926806","Rio do Antônio (BA)","115695"
"2926905","Rio do Pires (BA)","100423"
"2927002","Rio Real (BA)","1031585"
"2927101","Rodelas (BA)","143553"
"2927200","Ruy Barbosa (BA)","392811"
"2927309","Salinas da Margarida (BA)","201393"
"2927408","Salvador (BA)","62954487"
"2927507","Santa Bárbara (BA)","180576"
"2927606","Santa Brígida (BA)","119330"
"2927705","Santa Cruz Cabrália (BA)","548442"
"2927804","Santa Cruz da Vitória (BA)","71181"
"2927903","Santa Inês (BA)","76184"
"2928000","Santaluz (BA)","522258"
"2928059","Santa Luzia (BA)","124294"
"2928109","Santa Maria da Vitória (BA)","600557"
"2928208","Santana (BA)","344033"
"2928307","Santanópolis (BA)","68861"
"2928406","Santa Rita de Cássia (BA)","286079"
"2928505","Santa Terezinha (BA)","101418"
"2928604","Santo Amaro (BA)","1137909"
"2928703","Santo Antônio de Jesus (BA)","2450763"
"2928802","Santo Estêvão (BA)","914071"
"2928901","São Desidério (BA)","5845432"
"2928950","São Domingos (BA)","88481"
"2929008","São Félix (BA)","172907"
"2929057","São Félix do Coribe (BA)","238411"
"2929107","São Felipe (BA)","212344"
"2929206","São Francisco do Conde (BA)","13086121"
"2929255","São Gabriel (BA)","152905"
"2929305","São Gonçalo dos Campos (BA)","1155355"
"2929354","São José da Vitória (BA)","67085"
"2929370","São José do Jacuípe (BA)","126708"
"2929404","São Miguel das Matas (BA)","176536"
"2929503","São Sebastião do Passé (BA)","850111"
"2929602","Sapeaçu (BA)","213356"
"2929701","Sátiro Dias (BA)","257850"
"2929750","Saubara (BA)","146345"
"2929800","Saúde (BA)","103098"
"2929909","Seabra (BA)","625789"
"2930006","Sebastião Laranjeiras (BA)","107243"
"2930105","Senhor do Bonfim (BA)","998686"
"2930154","Serra do Ramalho (BA)","411522"
"2930204","Sento Sé (BA)","1714786"
"2930303","Serra Dourada (BA)","200071"
"2930402","Serra Preta (BA)","138135"
"2930501","Serrinha (BA)","1086778"
"2930600","Serrolândia (BA)","118466"
"2930709","Simões Filho (BA)","6334359"
"2930758","Sítio do Mato (BA)","119993"
"2930766","Sítio do Quinto (BA)","103331"
"2930774","Sobradinho (BA)","843210"
"2930808","Souto Soares (BA)","135994"
"2930907","Tabocas do Brejo Velho (BA)","268317"
"2931004","Tanhaçu (BA)","253394"
"2931053","Tanque Novo (BA)","182934"
"2931103","Tanquinho (BA)","66686"
"2931202","Taperoá (BA)","221755"
"2931301","Tapiramutá (BA)","148893"
"2931350","Teixeira de Freitas (BA)","2875867"
"2931400","Teodoro Sampaio (BA)","177355"
"2931509","Teofilândia (BA)","191165"
"2931608","Teolândia (BA)","216766"
"2931707","Terra Nova (BA)","170404"
"2931806","Tremedal (BA)","133737"
"2931905","Tucano (BA)","544966"
"2932002","Uauá (BA)","235072"
"2932101","Ubaíra (BA)","229271"
"2932200","Ubaitaba (BA)","244969"
"2932309","Ubatã (BA)","223942"
"2932408","Uibaí (BA)","175893"
"2932457","Umburanas (BA)","262961"
"2932507","Una (BA)","336909"
"2932606","Urandi (BA)","199853"
"2932705","Uruçuca (BA)","296049"
"2932804","Utinga (BA)","185966"
"2932903","Valença (BA)","1740635"
"2933000","Valente (BA)","268908"
"2933059","Várzea da Roça (BA)","112201"
"2933109","Várzea do Poço (BA)","116187"
"2933158","Várzea Nova (BA)","231908"
"2933174","Varzedo (BA)","135267"
"2933208","Vera Cruz (BA)","602735"
"2933257","Vereda (BA)","92715"
"2933307","Vitória da Conquista (BA)","8215793"
"2933406","Wagner (BA)","89606"
"2933455","Wanderley (BA)","167757"
"2933505","Wenceslau Guimarães (BA)","331642"
"2933604","Xique-Xique (BA)","461160"
"3100104","Abadia dos Dourados (MG)","176774"
"3100203","Abaeté (MG)","541239"
"3100302","Abre Campo (MG)","262687"
"3100401","Acaiaca (MG)","64907"
"3100500","Açucena (MG)","165824"
"3100609","Água Boa (MG)","192074"
"3100708","Água Comprida (MG)","229831"
"3100807","Aguanil (MG)","94615"
"3100906","Águas Formosas (MG)","287599"
"3101003","Águas Vermelhas (MG)","236649"
"3101102","Aimorés (MG)","638010"
"3101201","Aiuruoca (MG)","128549"
"3101300","Alagoa (MG)","47717"
"3101409","Albertina (MG)","153961"
"3101508","Além Paraíba (MG)","971810"
"3101607","Alfenas (MG)","3485867"
"3101631","Alfredo Vasconcelos (MG)","150663"
"3101706","Almenara (MG)","674900"
"3101805","Alpercata (MG)","94597"
"3101904","Alpinópolis (MG)","524218"
"3102001","Alterosa (MG)","296525"
"3102050","Alto Caparaó (MG)","97111"
"3102100","Alto Rio Doce (MG)","180132"
"3102209","Alvarenga (MG)","54648"
"3102308","Alvinópolis (MG)","340215"
"3102407","Alvorada de Minas (MG)","64855"
"3102506","Amparo do Serra (MG)","55926"
"3102605","Andradas (MG)","1183812"
"3102704","Cachoeira de Pajeú (MG)","125598"
"3102803","Andrelândia (MG)","291937"
"3102852","Angelândia (MG)","144541"
"3102902","Antônio Carlos (MG)","241904"
"3103009","Antônio Dias (MG)","894624"
"3103108","Antônio Prado de Minas (MG)","28571"
"3103207","Araçaí (MG)","59998"
"3103306","Aracitaba (MG)","31362"
"3103405","Araçuaí (MG)","520019"
"3103504","Araguari (MG)","5837823"
"3103603","Arantina (MG)","88542"
"3103702","Araponga (MG)","122296"
"3103751","Araporã (MG)","1294616"
"3103801","Arapuá (MG)","172816"
"3103900","Araújos (MG)","474337"
"3104007","Araxá (MG)","8950863"
"3104106","Arceburgo (MG)","346704"
"3104205","Arcos (MG)","2346520"
"3104304","Areado (MG)","309348"
"3104403","Argirita (MG)","40092"
"3104452","Aricanduva (MG)","67084"
"3104502","Arinos (MG)","318620"
"3104601","Astolfo Dutra (MG)","292035"
"3104700","Ataléia (MG)","199016"
"3104809","Augusto de Lima (MG)","89041"
"3104908","Baependi (MG)","381042"
"3105004","Baldim (MG)","201277"
"3105103","Bambuí (MG)","780013"
"3105202","Bandeira (MG)","59116"
"3105301","Bandeira do Sul (MG)","86583"
"3105400","Barão de Cocais (MG)","2439013"
"3105509","Barão do Monte Alto (MG)","63115"
"3105608","Barbacena (MG)","3523135"
"3105707","Barra Longa (MG)","81927"
"3105905","Barroso (MG)","608921"
"3106002","Bela Vista de Minas (MG)","568260"
"3106101","Belmiro Braga (MG)","61571"
"3106200","Belo Horizonte (MG)","105829675"
"3106309","Belo Oriente (MG)","2114722"
"3106408","Belo Vale (MG)","279906"
"3106507","Berilo (MG)","112832"
"3106606","Bertópolis (MG)","53792"
"3106655","Berizal (MG)","61026"
"3106705","Betim (MG)","33132919"
"3106804","Bias Fortes (MG)","41578"
"3106903","Bicas (MG)","277609"
"3107000","Biquinhas (MG)","64479"
"3107109","Boa Esperança (MG)","1058550"
"3107208","Bocaina de Minas (MG)","80221"
"3107307","Bocaiúva (MG)","1225284"
"3107406","Bom Despacho (MG)","1814096"
"3107505","Bom Jardim de Minas (MG)","127774"
"3107604","Bom Jesus da Penha (MG)","196096"
"3107703","Bom Jesus do Amparo (MG)","160334"
"3107802","Bom Jesus do Galho (MG)","171128"
"3107901","Bom Repouso (MG)","160232"
"3108008","Bom Sucesso (MG)","445078"
"3108107","Bonfim (MG)","135482"
"3108206","Bonfinópolis de Minas (MG)","458719"
"3108255","Bonito de Minas (MG)","101039"
"3108305","Borda da Mata (MG)","374865"
"3108404","Botelhos (MG)","325926"
"3108503","Botumirim (MG)","75753"
"3108552","Brasilândia de Minas (MG)","415095"
"3108602","Brasília de Minas (MG)","377425"
"3108701","Brás Pires (MG)","50032"
"3108800","Braúnas (MG)","213084"
"3108909","Brazópolis (MG)","198032"
"3109006","Brumadinho (MG)","4624938"
"3109105","Bueno Brandão (MG)","240738"
"3109204","Buenópolis (MG)","180725"
"3109253","Bugre (MG)","47558"
"3109303","Buritis (MG)","1164015"
"3109402","Buritizeiro (MG)","736130"
"3109451","Cabeceira Grande (MG)","477388"
"3109501","Cabo Verde (MG)","290843"
"3109600","Cachoeira da Prata (MG)","51864"
"3109709","Cachoeira de Minas (MG)","537009"
"3109808","Cachoeira Dourada (MG)","269619"
"3109907","Caetanópolis (MG)","315264"
"3110004","Caeté (MG)","1074938"
"3110103","Caiana (MG)","88656"
"3110202","Cajuri (MG)","97321"
"3110301","Caldas (MG)","337663"
"3110400","Camacho (MG)","70874"
"3110509","Camanducaia (MG)","990373"
"3110608","Cambuí (MG)","1865719"
"3110707","Cambuquira (MG)","370862"
"3110806","Campanário (MG)","53464"
"3110905","Campanha (MG)","439877"
"3111002","Campestre (MG)","486392"
"3111101","Campina Verde (MG)","536834"
"3111150","Campo Azul (MG)","40662"
"3111200","Campo Belo (MG)","1244647"
"3111309","Campo do Meio (MG)","231132"
"3111408","Campo Florido (MG)","710907"
"3111507","Campos Altos (MG)","434286"
"3111606","Campos Gerais (MG)","704550"
"3111705","Canaã (MG)","77460"
"3111804","Canápolis (MG)","678012"
"3111903","Cana Verde (MG)","80138"
"3112000","Candeias (MG)","371149"
"3112059","Cantagalo (MG)","56761"
"3112109","Caparaó (MG)","97624"
"3112208","Capela Nova (MG)","62476"
"3112307","Capelinha (MG)","888063"
"3112406","Capetinga (MG)","207280"
"3112505","Capim Branco (MG)","123379"
"3112604","Capinópolis (MG)","666601"
"3112653","Capitão Andrade (MG)","60813"
"3112703","Capitão Enéas (MG)","501518"
"3112802","Capitólio (MG)","328449"
"3112901","Caputira (MG)","143751"
"3113008","Caraí (MG)","210428"
"3113107","Caranaíba (MG)","41483"
"3113206","Carandaí (MG)","751899"
"3113305","Carangola (MG)","639260"
"3113404","Caratinga (MG)","2283288"
"3113503","Carbonita (MG)","220682"
"3113602","Careaçu (MG)","174197"
"3113701","Carlos Chagas (MG)","474792"
"3113800","Carmésia (MG)","39788"
"3113909","Carmo da Cachoeira (MG)","321643"
"3114006","Carmo da Mata (MG)","265730"
"3114105","Carmo de Minas (MG)","290443"
"3114204","Carmo do Cajuru (MG)","629040"
"3114303","Carmo do Paranaíba (MG)","1060224"
"3114402","Carmo do Rio Claro (MG)","694617"
"3114501","Carmópolis de Minas (MG)","461604"
"3114550","Carneirinho (MG)","407481"
"3114600","Carrancas (MG)","177651"
"3114709","Carvalhópolis (MG)","71387"
"3114808","Carvalhos (MG)","80638"
"3114907","Casa Grande (MG)","69241"
"3115003","Cascalho Rico (MG)","80004"
"3115102","Cássia (MG)","436435"
"3115201","Conceição da Barra de Minas (MG)","68733"
"3115300","Cataguases (MG)","1651609"
"3115359","Catas Altas (MG)","5032358"
"3115409","Catas Altas da Noruega (MG)","40793"
"3115458","Catuji (MG)","83289"
"3115474","Catuti (MG)","56844"
"3115508","Caxambu (MG)","371035"
"3115607","Cedro do Abaeté (MG)","22406"
"3115706","Central de Minas (MG)","87071"
"3115805","Centralina (MG)","351070"
"3115904","Chácara (MG)","47151"
"3116001","Chalé (MG)","114181"
"3116100","Chapada do Norte (MG)","111127"
"3116159","Chapada Gaúcha (MG)","403118"
"3116209","Chiador (MG)","37253"
"3116308","Cipotânea (MG)","73306"
"3116407","Claraval (MG)","182017"
"3116506","Claro dos Poções (MG)","83730"
"3116605","Cláudio (MG)","1118680"
"3116704","Coimbra (MG)","139845"
"3116803","Coluna (MG)","121196"
"3116902","Comendador Gomes (MG)","154809"
"3117009","Comercinho (MG)","68129"
"3117108","Conceição da Aparecida (MG)","274177"
"3117207","Conceição das Pedras (MG)","61043"
"3117306","Conceição das Alagoas (MG)","1318367"
"3117405","Conceição de Ipanema (MG)","81016"
"3117504","Conceição do Mato Dentro (MG)","9051036"
"3117603","Conceição do Pará (MG)","494122"
"3117702","Conceição do Rio Verde (MG)","343578"
"3117801","Conceição dos Ouros (MG)","225127"
"3117836","Cônego Marinho (MG)","63480"
"3117876","Confins (MG)","485732"
"3117900","Congonhal (MG)","220411"
"3118007","Congonhas (MG)","4115644"
"3118106","Congonhas do Norte (MG)","49300"
"3118205","Conquista (MG)","490137"
"3118304","Conselheiro Lafaiete (MG)","3118549"
"3118403","Conselheiro Pena (MG)","383878"
"3118502","Consolação (MG)","31451"
"3118601","Contagem (MG)","36479765"
"3118700","Coqueiral (MG)","234166"
"3118809","Coração de Jesus (MG)","272891"
"3118908","Cordisburgo (MG)","146187"
"3119005","Cordislândia (MG)","113770"
"3119104","Corinto (MG)","612295"
"3119203","Coroaci (MG)","125593"
"3119302","Coromandel (MG)","1535205"
"3119401","Coronel Fabriciano (MG)","1996019"
"3119500","Coronel Murta (MG)","119865"
"3119609","Coronel Pacheco (MG)","60102"
"3119708","Coronel Xavier Chaves (MG)","90916"
"3119807","Córrego Danta (MG)","165603"
"3119906","Córrego do Bom Jesus (MG)","45638"
"3119955","Córrego Fundo (MG)","320637"
"3120003","Córrego Novo (MG)","38526"
"3120102","Couto de Magalhães de Minas (MG)","63270"
"3120151","Crisólita (MG)","76419"
"3120201","Cristais (MG)","295530"
"3120300","Cristália (MG)","59171"
"3120409","Cristiano Otoni (MG)","123694"
"3120508","Cristina (MG)","233896"
"3120607","Crucilândia (MG)","83098"
"3120706","Cruzeiro da Fortaleza (MG)","184043"
"3120805","Cruzília (MG)","317748"
"3120839","Cuparaque (MG)","74054"
"3120870","Curral de Dentro (MG)","80453"
"3120904","Curvelo (MG)","2230617"
"3121001","Datas (MG)","73964"
"3121100","Delfim Moreira (MG)","125715"
"3121209","Delfinópolis (MG)","247245"
"3121258","Delta (MG)","466767"
"3121308","Descoberto (MG)","81745"
"3121407","Desterro de Entre Rios (MG)","261204"
"3121506","Desterro do Melo (MG)","50625"
"3121605","Diamantina (MG)","984259"
"3121704","Diogo de Vasconcelos (MG)","42942"
"3121803","Dionísio (MG)","90883"
"3121902","Divinésia (MG)","63715"
"3122009","Divino (MG)","319462"
"3122108","Divino das Laranjeiras (MG)","61695"
"3122207","Divinolândia de Minas (MG)","82295"
